record_id,triage_time,date,hour,weekday,month,shift,department,pharmacy_unit,priority,occurrence_type,prescriptions_count,pharmacists_on_shift,triage_time_minutes,triage_sla_minutes,delay_flag,on_time_flag,analysis_completed_flag,delivery_time_minutes,delivery_delay_flag
1046,2025-02-08 08:47:00,2025-02-08,8,Saturday,2025-02,Morning,Pronto Socorro,Central,Routine,High Demand,15,2,46,60,0,1,1,64,0
1047,2025-02-08 10:07:00,2025-02-08,10,Saturday,2025-02,Morning,Cirurgica II B,Central,Routine,Normal Flow,26,1,47,60,0,1,1,89,1
1048,2025-02-08 18:26:00,2025-02-08,18,Saturday,2025-02,Night,Clinica Medica A,Urgencia,Routine,Normal Flow,9,1,33,60,0,1,1,45,0
1049,2025-02-08 14:38:00,2025-02-08,14,Saturday,2025-02,Afternoon,UTI Adulto,Central,Routine,High Demand,20,2,62,60,1,0,1,91,1
1050,2025-02-08 19:43:00,2025-02-08,19,Saturday,2025-02,Night,UTI Adulto,Central,Routine,Normal Flow,21,2,29,60,0,1,1,33,0
1051,2025-02-08 11:12:00,2025-02-08,11,Saturday,2025-02,Morning,Oncologia,Central,Routine,Normal Flow,11,3,37,60,0,1,1,48,0
1052,2025-02-08 12:13:00,2025-02-08,12,Saturday,2025-02,Afternoon,Clinica Medica B,Urgencia,Routine,Normal Flow,15,2,35,60,0,1,1,37,0
1053,2025-02-08 16:26:00,2025-02-08,16,Saturday,2025-02,Afternoon,Maternidade,Central,Urgent,High Demand,8,2,41,60,0,1,1,52,0
1054,2025-02-08 21:17:00,2025-02-08,21,Saturday,2025-02,Night,Cirurgica II B,Central,Routine,High Demand,22,2,44,60,0,1,1,43,0
1055,2025-02-08 13:55:00,2025-02-08,13,Saturday,2025-02,Afternoon,Pediatria,Central,Urgent,Normal Flow,13,4,25,60,0,1,1,50,0
1056,2025-02-08 07:58:00,2025-02-08,7,Saturday,2025-02,Morning,Pronto Socorro,Satelite A,Urgent,High Demand,22,3,41,60,0,1,1,45,0
1057,2025-02-08 15:41:00,2025-02-08,15,Saturday,2025-02,Afternoon,Clinica Medica A,Central,Routine,High Demand,29,2,55,60,0,1,1,57,0
1058,2025-02-08 08:27:00,2025-02-08,8,Saturday,2025-02,Morning,Pediatria,Urgencia,Routine,Normal Flow,16,3,27,60,0,1,0,47,0
1059,2025-02-08 14:22:00,2025-02-08,14,Saturday,2025-02,Afternoon,Cirurgica II B,Satelite B,Routine,High Demand,29,4,54,60,0,1,1,69,0
1060,2025-02-08 10:20:00,2025-02-08,10,Saturday,2025-02,Morning,Pronto Socorro,Satelite A,Routine,High Demand,22,3,58,60,0,1,1,85,1
1061,2025-02-09 07:30:00,2025-02-09,7,Sunday,2025-02,Morning,Pronto Socorro,Central,Routine,High Demand,36,2,64,60,1,0,1,102,1
1062,2025-02-09 15:12:00,2025-02-09,15,Sunday,2025-02,Afternoon,Pronto Socorro,Central,Routine,Staff Shortage,20,3,59,60,0,1,1,96,1
1063,2025-02-09 13:27:00,2025-02-09,13,Sunday,2025-02,Afternoon,Cirurgica II B,Satelite B,Routine,Staff Shortage,25,2,73,60,1,0,1,91,1
1064,2025-02-09 16:37:00,2025-02-09,16,Sunday,2025-02,Afternoon,Cirurgica II B,Central,Urgent,System Delay,8,1,57,60,0,1,1,75,0
1065,2025-02-09 19:30:00,2025-02-09,19,Sunday,2025-02,Night,UTI Adulto,Central,Routine,Normal Flow,17,3,36,60,0,1,1,45,0
1066,2025-02-09 10:45:00,2025-02-09,10,Sunday,2025-02,Morning,Oncologia,Satelite A,Urgent,Stock Check,13,3,43,60,0,1,1,70,0
1067,2025-02-09 20:44:00,2025-02-09,20,Sunday,2025-02,Night,Oncologia,Central,Routine,High Demand,15,3,49,60,0,1,1,64,0
1068,2025-02-09 08:47:00,2025-02-09,8,Sunday,2025-02,Morning,Clinica Medica B,Satelite A,Routine,Normal Flow,22,2,46,60,0,1,1,69,0
1069,2025-02-09 18:53:00,2025-02-09,18,Sunday,2025-02,Night,Pronto Socorro,Urgencia,Urgent,Normal Flow,13,3,36,60,0,1,1,44,0
1070,2025-02-09 13:34:00,2025-02-09,13,Sunday,2025-02,Afternoon,Clinica Medica A,Urgencia,Routine,Normal Flow,20,3,50,60,0,1,1,74,0
1071,2025-02-09 14:17:00,2025-02-09,14,Sunday,2025-02,Afternoon,Cirurgica II B,Central,Routine,High Demand,18,1,80,60,1,0,1,88,1
1072,2025-02-09 13:25:00,2025-02-09,13,Sunday,2025-02,Afternoon,Clinica Medica A,Satelite A,Routine,Stock Check,9,4,44,60,0,1,1,54,0
1073,2025-02-09 13:57:00,2025-02-09,13,Sunday,2025-02,Afternoon,UTI Adulto,Urgencia,Urgent,High Demand,13,1,46,60,0,1,1,73,0
1074,2025-02-09 16:01:00,2025-02-09,16,Sunday,2025-02,Afternoon,Pediatria,Central,Urgent,High Demand,7,3,55,60,0,1,1,65,0
1075,2025-02-09 13:40:00,2025-02-09,13,Sunday,2025-02,Afternoon,Pronto Socorro,Central,Urgent,High Demand,33,4,71,60,1,0,1,107,1
1076,2025-02-09 12:16:00,2025-02-09,12,Sunday,2025-02,Afternoon,Pronto Socorro,Central,Routine,High Demand,41,2,79,60,1,0,1,115,1
1077,2025-02-09 15:27:00,2025-02-09,15,Sunday,2025-02,Afternoon,Clinica Medica A,Central,Routine,Normal Flow,8,2,41,60,0,1,1,43,0
1078,2025-02-09 16:17:00,2025-02-09,16,Sunday,2025-02,Afternoon,Ortopedia,Central,Urgent,Normal Flow,10,4,36,60,0,1,1,71,0
1079,2025-02-09 20:52:00,2025-02-09,20,Sunday,2025-02,Night,Pronto Socorro,Central,Routine,Staff Shortage,34,1,73,60,1,0,1,110,1
1080,2025-02-09 14:29:00,2025-02-09,14,Sunday,2025-02,Afternoon,Clinica Medica A,Urgencia,Routine,High Demand,13,3,43,60,0,1,1,57,0
1081,2025-02-09 18:03:00,2025-02-09,18,Sunday,2025-02,Night,Cirurgica II A,Satelite A,Stat,Normal Flow,26,3,49,60,0,1,1,77,1
1082,2025-02-09 18:18:00,2025-02-09,18,Sunday,2025-02,Night,Clinica Medica B,Central,Stat,System Delay,22,2,57,60,0,1,1,63,0
1083,2025-02-09 18:20:00,2025-02-09,18,Sunday,2025-02,Night,Cirurgica II B,Central,Routine,Normal Flow,7,3,22,60,0,1,1,37,0
1084,2025-02-09 06:14:00,2025-02-09,6,Sunday,2025-02,Morning,Cirurgica II A,Urgencia,Stat,Staff Shortage,23,2,58,60,0,1,1,68,0
1085,2025-02-09 11:29:00,2025-02-09,11,Sunday,2025-02,Morning,Maternidade,Satelite A,Urgent,Normal Flow,7,2,25,60,0,1,1,42,0
1086,2025-02-09 13:51:00,2025-02-09,13,Sunday,2025-02,Afternoon,Pronto Socorro,Satelite B,Stat,High Demand,12,2,40,60,0,1,1,39,0
1087,2025-02-09 15:13:00,2025-02-09,15,Sunday,2025-02,Afternoon,Oncologia,Central,Stat,System Delay,14,2,58,60,0,1,1,48,0
1088,2025-02-09 09:55:00,2025-02-09,9,Sunday,2025-02,Morning,Pronto Socorro,Central,Routine,High Demand,33,2,84,60,1,0,1,99,1
1089,2025-02-09 18:31:00,2025-02-09,18,Sunday,2025-02,Night,Pronto Socorro,Central,Stat,Staff Shortage,29,2,72,60,1,0,1,111,1
1090,2025-02-09 14:51:00,2025-02-09,14,Sunday,2025-02,Afternoon,Cirurgica II A,Central,Stat,High Demand,8,2,47,60,0,1,1,82,1
1091,2025-02-10 11:09:00,2025-02-10,11,Monday,2025-02,Morning,Pediatria,Satelite A,Routine,Normal Flow,8,3,37,60,0,1,1,66,0
1092,2025-02-10 09:43:00,2025-02-10,9,Monday,2025-02,Morning,Pediatria,Urgencia,Routine,Normal Flow,11,3,25,60,0,1,1,42,0
1093,2025-02-10 17:48:00,2025-02-10,17,Monday,2025-02,Afternoon,UTI Adulto,Urgencia,Routine,Normal Flow,10,4,32,60,0,1,1,32,0
1094,2025-02-10 07:38:00,2025-02-10,7,Monday,2025-02,Morning,Cirurgica II A,Satelite A,Stat,Normal Flow,9,3,21,60,0,1,1,27,0
1095,2025-02-10 18:30:00,2025-02-10,18,Monday,2025-02,Night,Maternidade,Central,Routine,Normal Flow,7,3,25,60,0,1,1,28,0
1096,2025-02-10 10:00:00,2025-02-10,10,Monday,2025-02,Morning,Oncologia,Central,Urgent,High Demand,18,4,70,60,1,0,1,75,0
1097,2025-02-10 15:34:00,2025-02-10,15,Monday,2025-02,Afternoon,Clinica Medica B,Central,Routine,High Demand,19,1,63,60,1,0,1,66,0
1098,2025-02-10 22:24:00,2025-02-10,22,Monday,2025-02,Night,Maternidade,Satelite A,Urgent,High Demand,17,3,51,60,0,1,1,37,0
1099,2025-02-10 16:31:00,2025-02-10,16,Monday,2025-02,Afternoon,Oncologia,Central,Routine,Normal Flow,16,3,38,60,0,1,1,55,0
1100,2025-02-10 16:40:00,2025-02-10,16,Monday,2025-02,Afternoon,Pronto Socorro,Urgencia,Routine,Stock Check,18,3,43,60,0,1,1,61,0
1101,2025-02-10 15:27:00,2025-02-10,15,Monday,2025-02,Afternoon,Maternidade,Urgencia,Routine,Normal Flow,9,3,35,60,0,1,1,61,0
1102,2025-02-10 15:12:00,2025-02-10,15,Monday,2025-02,Afternoon,Maternidade,Central,Routine,Normal Flow,12,2,32,60,0,1,1,30,0
1103,2025-02-10 17:54:00,2025-02-10,17,Monday,2025-02,Afternoon,Pronto Socorro,Central,Routine,Staff Shortage,35,3,56,60,0,1,1,71,0
1104,2025-02-10 14:32:00,2025-02-10,14,Monday,2025-02,Afternoon,UTI Adulto,Satelite A,Routine,Normal Flow,13,2,47,60,0,1,1,41,0
1105,2025-02-10 11:16:00,2025-02-10,11,Monday,2025-02,Morning,Clinica Medica B,Satelite A,Stat,Normal Flow,16,3,34,60,0,1,1,58,0
1106,2025-02-10 12:42:00,2025-02-10,12,Monday,2025-02,Afternoon,Cirurgica II B,Central,Urgent,Normal Flow,8,1,36,60,0,1,1,43,0
1107,2025-02-10 10:10:00,2025-02-10,10,Monday,2025-02,Morning,Pronto Socorro,Central,Routine,High Demand,22,1,40,60,0,1,1,44,0
1108,2025-02-10 11:24:00,2025-02-10,11,Monday,2025-02,Morning,UTI Adulto,Satelite A,Routine,High Demand,11,2,38,60,0,1,1,82,1
1109,2025-02-10 20:17:00,2025-02-10,20,Monday,2025-02,Night,Cirurgica II B,Central,Routine,Normal Flow,9,4,25,60,0,1,1,38,0
1110,2025-02-10 14:59:00,2025-02-10,14,Monday,2025-02,Afternoon,Pronto Socorro,Central,Routine,Staff Shortage,16,2,70,60,1,0,1,100,1
1111,2025-02-10 18:54:00,2025-02-10,18,Monday,2025-02,Night,Clinica Medica B,Central,Routine,High Demand,21,3,51,60,0,1,1,69,0
1112,2025-02-10 14:40:00,2025-02-10,14,Monday,2025-02,Afternoon,Clinica Medica A,Central,Routine,Normal Flow,20,3,51,60,0,1,1,64,0
1113,2025-02-10 16:40:00,2025-02-10,16,Monday,2025-02,Afternoon,Cirurgica II B,Central,Routine,Stock Check,20,1,67,60,1,0,1,66,0
1114,2025-02-10 15:34:00,2025-02-10,15,Monday,2025-02,Afternoon,Pediatria,Central,Routine,Normal Flow,10,2,25,60,0,1,1,23,0
1115,2025-02-10 15:45:00,2025-02-10,15,Monday,2025-02,Afternoon,Ortopedia,Satelite B,Urgent,High Demand,16,1,55,60,0,1,1,72,0
1116,2025-02-10 16:48:00,2025-02-10,16,Monday,2025-02,Afternoon,Oncologia,Satelite A,Routine,System Delay,11,3,59,60,0,1,1,86,1
1117,2025-02-10 10:34:00,2025-02-10,10,Monday,2025-02,Morning,Cirurgica II B,Satelite B,Urgent,Normal Flow,17,2,47,60,0,1,1,61,0
1118,2025-02-10 19:00:00,2025-02-10,19,Monday,2025-02,Night,UTI Adulto,Central,Routine,High Demand,22,1,50,60,0,1,1,73,0
1119,2025-02-11 11:38:00,2025-02-11,11,Tuesday,2025-02,Morning,Cirurgica II A,Central,Routine,Stock Check,26,2,68,60,1,0,1,92,1
1120,2025-02-11 19:38:00,2025-02-11,19,Tuesday,2025-02,Night,Clinica Medica A,Urgencia,Routine,Stock Check,27,3,39,60,0,1,1,43,0
1121,2025-02-11 17:19:00,2025-02-11,17,Tuesday,2025-02,Afternoon,Clinica Medica B,Central,Routine,System Delay,12,3,69,60,1,0,1,49,0
1122,2025-02-11 18:06:00,2025-02-11,18,Tuesday,2025-02,Night,Oncologia,Central,Routine,High Demand,14,2,51,60,0,1,1,70,0
1123,2025-02-11 16:25:00,2025-02-11,16,Tuesday,2025-02,Afternoon,Oncologia,Central,Urgent,Normal Flow,11,2,40,60,0,1,1,50,0
1124,2025-02-11 07:33:00,2025-02-11,7,Tuesday,2025-02,Morning,Pronto Socorro,Satelite B,Routine,High Demand,27,3,66,60,1,0,1,86,1
1125,2025-02-11 11:33:00,2025-02-11,11,Tuesday,2025-02,Morning,Cirurgica II A,Urgencia,Urgent,High Demand,13,3,49,60,0,1,1,64,0
1126,2025-02-11 16:18:00,2025-02-11,16,Tuesday,2025-02,Afternoon,Clinica Medica A,Central,Routine,Normal Flow,22,3,48,60,0,1,1,76,1
1127,2025-02-11 18:13:00,2025-02-11,18,Tuesday,2025-02,Night,Cirurgica II A,Central,Routine,High Demand,15,1,37,60,0,1,1,57,0
1128,2025-02-11 15:09:00,2025-02-11,15,Tuesday,2025-02,Afternoon,Cirurgica II B,Satelite A,Urgent,Normal Flow,13,3,40,60,0,1,1,49,0
1129,2025-02-11 09:47:00,2025-02-11,9,Tuesday,2025-02,Morning,Ortopedia,Central,Routine,Normal Flow,12,1,28,60,0,1,1,52,0
1130,2025-02-11 15:46:00,2025-02-11,15,Tuesday,2025-02,Afternoon,Clinica Medica A,Urgencia,Urgent,High Demand,15,3,53,60,0,1,1,43,0
1131,2025-02-11 16:53:00,2025-02-11,16,Tuesday,2025-02,Afternoon,Pronto Socorro,Central,Routine,Normal Flow,15,1,40,60,0,1,1,54,0
1132,2025-02-11 19:39:00,2025-02-11,19,Tuesday,2025-02,Night,Clinica Medica A,Central,Urgent,System Delay,22,3,66,60,1,0,1,92,1
1133,2025-02-11 14:32:00,2025-02-11,14,Tuesday,2025-02,Afternoon,Cirurgica II B,Central,Urgent,High Demand,27,2,84,60,1,0,1,133,1
1134,2025-02-11 08:47:00,2025-02-11,8,Tuesday,2025-02,Morning,Clinica Medica B,Central,Urgent,Staff Shortage,25,2,58,60,0,1,1,76,1
1135,2025-02-11 11:47:00,2025-02-11,11,Tuesday,2025-02,Morning,Clinica Medica B,Central,Routine,High Demand,22,2,47,60,0,1,1,51,0
1136,2025-02-11 09:25:00,2025-02-11,9,Tuesday,2025-02,Morning,Pediatria,Satelite A,Routine,Normal Flow,13,2,28,60,0,1,1,49,0
1137,2025-02-11 10:29:00,2025-02-11,10,Tuesday,2025-02,Morning,Pediatria,Central,Routine,Normal Flow,5,2,26,60,0,1,1,28,0
1138,2025-02-11 07:37:00,2025-02-11,7,Tuesday,2025-02,Morning,Ortopedia,Central,Routine,Normal Flow,15,2,44,60,0,1,1,71,0
1139,2025-02-11 15:29:00,2025-02-11,15,Tuesday,2025-02,Afternoon,Ortopedia,Satelite A,Urgent,High Demand,27,2,66,60,1,0,1,87,1
1140,2025-02-11 16:56:00,2025-02-11,16,Tuesday,2025-02,Afternoon,Pronto Socorro,Central,Urgent,System Delay,16,1,59,60,0,1,1,59,0
1141,2025-02-11 11:04:00,2025-02-11,11,Tuesday,2025-02,Morning,Pronto Socorro,Central,Routine,Normal Flow,32,2,47,60,0,1,1,50,0
1142,2025-02-11 16:57:00,2025-02-11,16,Tuesday,2025-02,Afternoon,Pediatria,Central,Routine,Normal Flow,10,1,45,60,0,1,1,71,0
1143,2025-02-11 20:34:00,2025-02-11,20,Tuesday,2025-02,Night,Cirurgica II A,Urgencia,Routine,High Demand,22,2,49,60,0,1,1,88,1
1144,2025-02-11 08:12:00,2025-02-11,8,Tuesday,2025-02,Morning,Cirurgica II A,Central,Routine,Normal Flow,10,2,35,60,0,1,1,45,0
1145,2025-02-11 14:31:00,2025-02-11,14,Tuesday,2025-02,Afternoon,Maternidade,Central,Stat,System Delay,15,2,70,60,1,0,1,73,0
1146,2025-02-11 21:15:00,2025-02-11,21,Tuesday,2025-02,Night,Cirurgica II B,Central,Routine,Normal Flow,15,3,38,60,0,1,1,46,0
1147,2025-02-11 08:29:00,2025-02-11,8,Tuesday,2025-02,Morning,Cirurgica II B,Central,Routine,High Demand,15,3,45,60,0,1,1,61,0
1148,2025-02-11 18:31:00,2025-02-11,18,Tuesday,2025-02,Night,Clinica Medica B,Central,Urgent,High Demand,23,2,56,60,0,1,1,66,0
1149,2025-02-11 16:53:00,2025-02-11,16,Tuesday,2025-02,Afternoon,Cirurgica II A,Satelite B,Routine,High Demand,29,2,60,60,0,1,1,82,1
1150,2025-02-11 15:32:00,2025-02-11,15,Tuesday,2025-02,Afternoon,Maternidade,Satelite A,Urgent,Normal Flow,14,3,35,60,0,1,1,38,0
1151,2025-02-11 13:08:00,2025-02-11,13,Tuesday,2025-02,Afternoon,Cirurgica II A,Central,Urgent,High Demand,20,2,37,60,0,1,1,74,0
1152,2025-02-11 15:10:00,2025-02-11,15,Tuesday,2025-02,Afternoon,Pediatria,Satelite A,Routine,Normal Flow,14,1,50,60,0,1,1,74,0
1153,2025-02-11 12:21:00,2025-02-11,12,Tuesday,2025-02,Afternoon,Pronto Socorro,Central,Routine,System Delay,26,2,59,60,0,1,1,73,0
1154,2025-02-11 15:01:00,2025-02-11,15,Tuesday,2025-02,Afternoon,Clinica Medica A,Central,Routine,System Delay,26,3,57,60,0,1,1,70,0
1155,2025-02-11 14:27:00,2025-02-11,14,Tuesday,2025-02,Afternoon,Clinica Medica A,Satelite B,Routine,Normal Flow,9,2,34,60,0,1,1,47,0
1156,2025-02-11 11:50:00,2025-02-11,11,Tuesday,2025-02,Morning,Oncologia,Central,Routine,Normal Flow,12,3,38,60,0,1,1,58,0
1157,2025-02-11 17:31:00,2025-02-11,17,Tuesday,2025-02,Afternoon,Cirurgica II A,Urgencia,Routine,High Demand,28,2,54,60,0,1,1,61,0
1158,2025-02-11 21:19:00,2025-02-11,21,Tuesday,2025-02,Night,Cirurgica II B,Urgencia,Urgent,Normal Flow,18,2,40,60,0,1,1,56,0
1159,2025-02-11 08:19:00,2025-02-11,8,Tuesday,2025-02,Morning,Ortopedia,Central,Routine,High Demand,24,2,47,60,0,1,1,41,0
1160,2025-02-12 16:02:00,2025-02-12,16,Wednesday,2025-02,Afternoon,UTI Adulto,Satelite B,Routine,Staff Shortage,23,4,76,60,1,0,0,93,1
1161,2025-02-12 08:02:00,2025-02-12,8,Wednesday,2025-02,Morning,Pediatria,Satelite B,Routine,Normal Flow,8,2,26,60,0,1,1,43,0
1162,2025-02-12 08:33:00,2025-02-12,8,Wednesday,2025-02,Morning,Clinica Medica B,Satelite B,Urgent,High Demand,32,2,77,60,1,0,1,111,1
1163,2025-02-12 13:33:00,2025-02-12,13,Wednesday,2025-02,Afternoon,Clinica Medica A,Central,Routine,Staff Shortage,27,2,66,60,1,0,1,80,1
1164,2025-02-12 20:14:00,2025-02-12,20,Wednesday,2025-02,Night,Ortopedia,Central,Routine,Staff Shortage,28,1,57,60,0,1,1,90,1
1165,2025-02-12 19:51:00,2025-02-12,19,Wednesday,2025-02,Night,Cirurgica II A,Urgencia,Routine,High Demand,29,1,61,60,1,0,1,85,1
1166,2025-02-12 18:23:00,2025-02-12,18,Wednesday,2025-02,Night,UTI Adulto,Central,Routine,High Demand,20,2,48,60,0,1,1,68,0
1167,2025-02-12 11:44:00,2025-02-12,11,Wednesday,2025-02,Morning,Maternidade,Central,Urgent,Normal Flow,16,3,42,60,0,1,1,41,0
1168,2025-02-12 17:37:00,2025-02-12,17,Wednesday,2025-02,Afternoon,Pronto Socorro,Central,Routine,High Demand,16,1,60,60,0,1,1,68,0
1169,2025-02-12 06:02:00,2025-02-12,6,Wednesday,2025-02,Morning,Clinica Medica A,Central,Urgent,Normal Flow,22,4,51,60,0,1,1,57,0
1170,2025-02-12 09:28:00,2025-02-12,9,Wednesday,2025-02,Morning,Oncologia,Central,Routine,High Demand,14,2,41,60,0,1,1,40,0
1171,2025-02-12 08:33:00,2025-02-12,8,Wednesday,2025-02,Morning,Clinica Medica A,Satelite A,Routine,Normal Flow,15,1,37,60,0,1,1,44,0
1172,2025-02-12 19:34:00,2025-02-12,19,Wednesday,2025-02,Night,Ortopedia,Central,Stat,High Demand,9,3,36,60,0,1,1,52,0
1173,2025-02-12 17:52:00,2025-02-12,17,Wednesday,2025-02,Afternoon,Pronto Socorro,Central,Urgent,High Demand,17,3,40,60,0,1,1,58,0
1174,2025-02-12 14:39:00,2025-02-12,14,Wednesday,2025-02,Afternoon,Clinica Medica B,Satelite B,Stat,Staff Shortage,32,2,73,60,1,0,1,87,1
1175,2025-02-12 19:26:00,2025-02-12,19,Wednesday,2025-02,Night,Pediatria,Central,Routine,Normal Flow,9,2,32,60,0,1,1,45,0
1176,2025-02-12 11:10:00,2025-02-12,11,Wednesday,2025-02,Morning,Pronto Socorro,Urgencia,Routine,High Demand,23,2,59,60,0,1,1,52,0
1177,2025-02-12 14:13:00,2025-02-12,14,Wednesday,2025-02,Afternoon,UTI Adulto,Satelite A,Routine,Normal Flow,17,3,55,60,0,1,1,79,1
1178,2025-02-12 22:04:00,2025-02-12,22,Wednesday,2025-02,Night,Clinica Medica B,Satelite B,Routine,High Demand,24,3,62,60,1,0,1,96,1
1179,2025-02-12 14:03:00,2025-02-12,14,Wednesday,2025-02,Afternoon,Cirurgica II A,Satelite A,Urgent,Stock Check,9,1,62,60,1,0,1,82,1
1180,2025-02-12 13:57:00,2025-02-12,13,Wednesday,2025-02,Afternoon,Clinica Medica A,Central,Routine,Normal Flow,14,2,43,60,0,1,1,67,0
1181,2025-02-12 07:35:00,2025-02-12,7,Wednesday,2025-02,Morning,Cirurgica II B,Satelite A,Routine,Normal Flow,8,3,27,60,0,1,1,41,0
1182,2025-02-12 18:31:00,2025-02-12,18,Wednesday,2025-02,Night,Cirurgica II B,Urgencia,Routine,Normal Flow,22,3,49,60,0,1,1,73,0
1183,2025-02-12 13:34:00,2025-02-12,13,Wednesday,2025-02,Afternoon,Oncologia,Satelite A,Routine,High Demand,10,1,45,60,0,1,1,51,0
1184,2025-02-12 10:56:00,2025-02-12,10,Wednesday,2025-02,Morning,UTI Adulto,Central,Routine,High Demand,15,3,47,60,0,1,1,48,0
1185,2025-02-12 13:06:00,2025-02-12,13,Wednesday,2025-02,Afternoon,UTI Adulto,Satelite A,Routine,High Demand,23,2,68,60,1,0,1,105,1
1186,2025-02-12 15:20:00,2025-02-12,15,Wednesday,2025-02,Afternoon,Clinica Medica A,Urgencia,Routine,Normal Flow,9,2,41,60,0,1,1,62,0
1187,2025-02-12 17:30:00,2025-02-12,17,Wednesday,2025-02,Afternoon,Clinica Medica B,Central,Urgent,Normal Flow,17,2,54,60,0,1,1,88,1
1188,2025-02-12 15:59:00,2025-02-12,15,Wednesday,2025-02,Afternoon,Clinica Medica A,Satelite A,Routine,High Demand,20,1,39,60,0,1,1,61,0
1189,2025-02-12 10:08:00,2025-02-12,10,Wednesday,2025-02,Morning,UTI Adulto,Central,Urgent,Normal Flow,22,2,54,60,0,1,1,76,1
1190,2025-02-12 18:09:00,2025-02-12,18,Wednesday,2025-02,Night,Pronto Socorro,Central,Routine,Stock Check,24,3,61,60,1,0,1,87,1
1191,2025-02-12 15:37:00,2025-02-12,15,Wednesday,2025-02,Afternoon,UTI Adulto,Satelite B,Urgent,Normal Flow,14,3,55,60,0,1,1,66,0
1192,2025-02-12 19:52:00,2025-02-12,19,Wednesday,2025-02,Night,Clinica Medica A,Central,Routine,Stock Check,11,2,44,60,0,1,1,49,0
1193,2025-02-12 07:50:00,2025-02-12,7,Wednesday,2025-02,Morning,Cirurgica II B,Central,Urgent,High Demand,11,1,39,60,0,1,1,64,0
1194,2025-02-12 09:51:00,2025-02-12,9,Wednesday,2025-02,Morning,Clinica Medica A,Urgencia,Routine,Normal Flow,21,3,50,60,0,1,1,70,0
1195,2025-02-12 16:33:00,2025-02-12,16,Wednesday,2025-02,Afternoon,Ortopedia,Satelite B,Routine,Normal Flow,8,3,32,60,0,1,1,57,0
1196,2025-02-13 21:19:00,2025-02-13,21,Thursday,2025-02,Night,UTI Adulto,Central,Routine,System Delay,24,2,62,60,1,0,1,84,1
1197,2025-02-13 15:39:00,2025-02-13,15,Thursday,2025-02,Afternoon,Pronto Socorro,Central,Routine,Staff Shortage,24,1,94,60,1,0,1,99,1
1198,2025-02-13 12:19:00,2025-02-13,12,Thursday,2025-02,Afternoon,Clinica Medica A,Central,Urgent,Normal Flow,15,2,37,60,0,1,1,61,0
1199,2025-02-13 09:03:00,2025-02-13,9,Thursday,2025-02,Morning,Pronto Socorro,Central,Urgent,High Demand,28,3,78,60,1,0,1,125,1
1200,2025-02-13 18:18:00,2025-02-13,18,Thursday,2025-02,Night,Cirurgica II B,Central,Routine,Normal Flow,10,4,30,60,0,1,1,26,0
1201,2025-02-13 12:51:00,2025-02-13,12,Thursday,2025-02,Afternoon,Ortopedia,Central,Routine,Normal Flow,22,4,49,60,0,1,1,66,0
1202,2025-02-13 08:50:00,2025-02-13,8,Thursday,2025-02,Morning,Ortopedia,Central,Routine,Normal Flow,12,1,26,60,0,1,1,37,0
1203,2025-02-13 10:59:00,2025-02-13,10,Thursday,2025-02,Morning,Oncologia,Satelite A,Routine,High Demand,15,2,45,60,0,1,1,86,1
1204,2025-02-13 13:17:00,2025-02-13,13,Thursday,2025-02,Afternoon,UTI Adulto,Urgencia,Routine,High Demand,20,2,55,60,0,1,1,82,1
1205,2025-02-13 11:08:00,2025-02-13,11,Thursday,2025-02,Morning,Clinica Medica B,Central,Stat,High Demand,21,2,59,60,0,1,1,89,1
1206,2025-02-13 08:48:00,2025-02-13,8,Thursday,2025-02,Morning,Oncologia,Central,Stat,High Demand,19,2,53,60,0,1,1,75,0
1207,2025-02-13 16:48:00,2025-02-13,16,Thursday,2025-02,Afternoon,Ortopedia,Central,Routine,High Demand,15,3,57,60,0,1,1,77,1
1208,2025-02-13 14:28:00,2025-02-13,14,Thursday,2025-02,Afternoon,Pediatria,Satelite A,Routine,High Demand,12,2,55,60,0,1,1,51,0
1209,2025-02-13 13:37:00,2025-02-13,13,Thursday,2025-02,Afternoon,Cirurgica II A,Satelite A,Routine,Normal Flow,15,3,34,60,0,1,1,37,0
1210,2025-02-13 09:30:00,2025-02-13,9,Thursday,2025-02,Morning,Ortopedia,Central,Routine,Normal Flow,20,2,41,60,0,1,1,65,0
1211,2025-02-13 17:36:00,2025-02-13,17,Thursday,2025-02,Afternoon,Clinica Medica B,Satelite A,Routine,Normal Flow,10,4,31,60,0,1,1,39,0
1212,2025-02-13 08:58:00,2025-02-13,8,Thursday,2025-02,Morning,Clinica Medica B,Central,Urgent,Normal Flow,21,2,52,60,0,1,1,45,0
1213,2025-02-13 19:37:00,2025-02-13,19,Thursday,2025-02,Night,Maternidade,Satelite B,Urgent,Normal Flow,6,2,29,60,0,1,1,33,0
1214,2025-02-13 16:42:00,2025-02-13,16,Thursday,2025-02,Afternoon,Pediatria,Satelite A,Routine,High Demand,13,1,47,60,0,1,1,49,0
1215,2025-02-13 19:20:00,2025-02-13,19,Thursday,2025-02,Night,Pronto Socorro,Central,Stat,High Demand,19,2,52,60,0,1,1,74,0
1216,2025-02-13 15:09:00,2025-02-13,15,Thursday,2025-02,Afternoon,Oncologia,Central,Routine,High Demand,14,2,56,60,0,1,1,63,0
